YEAR,JOBTITLE,CATEGORY,CURRENCY,SALARY,RESIDENCE,EXPERIENCELEVEL,COMPANYLOCATION,COMPANYSIZE
2023,DATA SCIENTIST,data science and research,usd,155000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,139000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,142000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,128000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,172000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,125000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,128000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,81500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,167500,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,106500,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,100000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,139600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,85700,UNITED STATES,senior,united states,M
2020,AZURE DATA ENGINEER,data engineering,usd,100000,MAURITIUS,entry-level,mauritius,S
2023,DATA ENGINEER,data engineering,usd,143000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,95000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,145000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,130000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,330000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,188000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,238000,CANADA,senior,canada,M
2023,DATA SCIENTIST,data science and research,usd,156000,CANADA,senior,canada,M
2023,DATA ANALYST,data analysis,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,106000,UNITED STATES,senior,united states,M
2023,DECISION SCIENTIST,data science and research,gbp,140000,UNITED KINGDOM,senior,united kingdom,M
2023,DECISION SCIENTIST,data science and research,gbp,100000,UNITED KINGDOM,senior,united kingdom,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,297300,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,198200,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,269100,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,131300,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING INFRASTRUCTURE ENGINEER,machine learning and ai,usd,220000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING INFRASTRUCTURE ENGINEER,machine learning and ai,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,gbp,60000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ENGINEER,data engineering,gbp,50000,UNITED KINGDOM,senior,united kingdom,M
2023,RESEARCH SCIENTIST,data science and research,usd,252990,UNITED STATES,mid-level,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,162170,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING INFRASTRUCTURE ENGINEER,machine learning and ai,usd,260000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING INFRASTRUCTURE ENGINEER,machine learning and ai,usd,235000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,mid-level,united states,M
2023,DATA ANALYTICS MANAGER,leadership and management,usd,190000,UNITED STATES,senior,united states,M
2023,DATA ANALYTICS MANAGER,leadership and management,usd,145000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,212800,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,111600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,175000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,130000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,194521,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,176838,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,200000,UNITED STATES,executive,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,170000,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,191765,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,134236,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,238000,CANADA,senior,canada,M
2023,DATA SCIENTIST,data science and research,usd,156000,CANADA,senior,canada,M
2023,DATA SCIENTIST,data science and research,usd,198800,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,90700,UNITED STATES,senior,united states,M
2023,BI DEVELOPER,bi and visualization,usd,154800,UNITED STATES,mid-level,united states,M
2023,BI DEVELOPER,bi and visualization,usd,76300,UNITED STATES,mid-level,united states,M
2023,DATA LEAD,leadership and management,usd,130000,UNITED STATES,mid-level,united states,M
2023,DATA LEAD,leadership and management,usd,115000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,110000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,70000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,eur,39000,GERMANY,mid-level,germany,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,300000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,200000,UNITED STATES,mid-level,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,155000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,135000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,115500,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,73500,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,179000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,109000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,140000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING INFRASTRUCTURE ENGINEER,machine learning and ai,usd,221000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING INFRASTRUCTURE ENGINEER,machine learning and ai,usd,180000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,222200,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,275000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,170000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,233300,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,155500,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,222200,UNITED STATES,mid-level,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,mid-level,united states,L
2023,DATA ARCHITECT,data architecture and modeling,usd,193000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,110000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,306000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,180000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,212800,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,115100,UNITED STATES,senior,united states,L
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,238000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,176000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,117500,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,86720,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,167000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,150000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,90000,UNITED STATES,executive,united states,M
2023,DATA ANALYST,data analysis,usd,70000,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,212800,UNITED STATES,senior,united states,L
2023,DATA SCIENTIST,data science and research,usd,111600,UNITED STATES,senior,united states,L
2023,DATA ARCHITECT,data architecture and modeling,usd,306000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,204000,UNITED STATES,senior,united states,M
2023,BI DEVELOPER,bi and visualization,usd,135000,UNITED STATES,senior,united states,M
2023,BI DEVELOPER,bi and visualization,usd,110000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,165000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,116300,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,200000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,175000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,185000,UNITED STATES,senior,united states,L
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,79600,UNITED STATES,senior,united states,L
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,usd,180514,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,usd,108308,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,200000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,150000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,208450,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,151600,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,324000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,159000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,155000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,135000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,223250,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,156275,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,220000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,168000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,245000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,185000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,164000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,67500,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,46500,UNITED STATES,mid-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,270000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,232200,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,eur,40000,POLAND,mid-level,poland,L
2023,DATA ANALYST,data analysis,usd,105000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,78000,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,115500,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,73500,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,370000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,220000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,155000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,178200,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,115000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,250000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,125000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,204000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,150000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,110000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,95000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,143000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,95000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,250000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,125000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,280000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,240000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,110400,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,68000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,216000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,184000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,192000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,164000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,220000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,160000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,225000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,156400,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,297300,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,198200,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,192000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,164000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,168000,CANADA,senior,canada,M
2023,DATA ANALYST,data analysis,usd,112000,CANADA,senior,canada,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,253430,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,212780,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,190000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,152000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,265800,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,165500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,193000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,134000,UNITED STATES,senior,united states,M
2023,AI ENGINEER,machine learning and ai,usd,180000,UNITED STATES,senior,united states,M
2023,AI ENGINEER,machine learning and ai,usd,150000,UNITED STATES,senior,united states,M
2023,DATA DEVELOPER,leadership and management,usd,120681,UNITED STATES,mid-level,united states,M
2023,DATA DEVELOPER,leadership and management,usd,72409,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,180000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,139750,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,222200,UNITED STATES,mid-level,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,mid-level,united states,L
2023,DATA ENGINEER,data engineering,usd,254000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2023,AI DEVELOPER,machine learning and ai,usd,260000,UNITED STATES,senior,united states,M
2023,AI DEVELOPER,machine learning and ai,usd,192000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,272290,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,169374,UNITED STATES,senior,united states,M
2023,PRINCIPAL DATA SCIENTIST,data science and research,usd,195000,UNITED STATES,senior,united states,L
2023,DATA SCIENCE LEAD,data science and research,usd,204500,UNITED STATES,senior,united states,M
2023,DATA SCIENCE LEAD,data science and research,usd,142200,UNITED STATES,senior,united states,M
2023,BUSINESS DATA ANALYST,data analysis,usd,17000,ARMENIA,mid-level,russia,L
2023,DATA ENGINEER,data engineering,usd,181500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,112200,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,162000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,150000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,100000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,250500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,166600,UNITED STATES,senior,united states,M
2023,HEAD OF DATA,leadership and management,usd,247500,UNITED STATES,executive,united states,M
2023,HEAD OF DATA,leadership and management,usd,172200,UNITED STATES,executive,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,247500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,172200,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,223290,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,131310,UNITED STATES,senior,united states,M
2020,STAFF DATA ANALYST,data analysis,cad,60000,CANADA,entry-level,canada,L
2023,AI ENGINEER,machine learning and ai,usd,35000,CROATIA,entry-level,germany,M
2023,AI DEVELOPER,machine learning and ai,eur,50000,ITALY,senior,italy,S
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,226600,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,140100,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,usd,204500,CANADA,senior,canada,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,usd,142200,CANADA,senior,canada,M
2023,RESEARCH SCIENTIST,data science and research,usd,220000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,140000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204600,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,126500,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,135960,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,70960,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,128750,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,86250,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,gbp,90000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ENGINEER,data engineering,gbp,75000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,131000,COLOMBIA,mid-level,colombia,M
2023,DATA ENGINEER,data engineering,usd,88000,COLOMBIA,mid-level,colombia,M
2023,DATA ANALYST,data analysis,usd,185100,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,133300,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,180000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,90000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,75000,UNITED STATES,senior,united states,M
2023,AI DEVELOPER,machine learning and ai,usd,130000,UNITED STATES,entry-level,united states,L
2023,DATA ANALYST,data analysis,gbp,60000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,gbp,50000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA MANAGER,leadership and management,usd,115500,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,73500,UNITED STATES,mid-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,125000,UNITED STATES,mid-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,85000,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,80000,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,70000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,160000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,105000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,80000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,150000,CANADA,senior,canada,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,95000,CANADA,senior,canada,M
2023,DATA ENGINEER,data engineering,usd,204750,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,153550,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,120000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,110000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,141000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,230000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,175000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,150000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,120000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,207611,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,127876,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,175000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,135000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,100000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,75000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,170000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,144500,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,255360,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,212800,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,100000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,106400,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,81800,UNITED STATES,senior,united states,M
2023,DATA DEVELOPER,leadership and management,usd,130000,UNITED STATES,mid-level,united states,M
2023,DATA DEVELOPER,leadership and management,usd,69139,UNITED STATES,mid-level,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,100631,CANADA,mid-level,canada,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,80505,CANADA,mid-level,canada,M
2023,DATA INFRASTRUCTURE ENGINEER,data engineering,usd,300105,UNITED STATES,senior,united states,M
2023,DATA INFRASTRUCTURE ENGINEER,data engineering,usd,151090,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING SOFTWARE ENGINEER,machine learning and ai,usd,217600,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING SOFTWARE ENGINEER,machine learning and ai,usd,145000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,gbp,65000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA SCIENTIST,data science and research,gbp,45000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,129000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,110000,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,185000,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,50000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,210000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,108000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,80000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,59500,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,250000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,173400,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,215000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,153000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,gbp,171000,UNITED KINGDOM,senior,united kingdom,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,gbp,120000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,usd,105000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,75000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING OPERATIONS ENGINEER,machine learning and ai,usd,60000,THAILAND,senior,united states,L
2023,AI SCIENTIST,machine learning and ai,usd,54000,SOUTH KOREA,mid-level,south korea,S
2023,DATA ENGINEER,data engineering,usd,202000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,132000,UNITED STATES,senior,united states,M
